person_age;person_income;person_emp_length;loan_amnt;loan_int_rate;loan_percent_income;cb_person_cred_hist_length;dti_ratio;taxa_juros_alta;loan_grade_num;cb_default_flag;home_MORTGAGE;home_OTHER;home_OWN;home_RENT;intent_DEBTCONSOLIDATION;intent_EDUCATION;intent_HOMEIMPROVEMENT;intent_MEDICAL;intent_PERSONAL;intent_VENTURE;loan_status_real;loan_status_pred;probabilidade_default;risco_categoria;loan_intent;person_home_ownership
21;42000;5,0;11200;16,77;0,27;4;0,2666666666666666;1;4;0;0;0;0;1;0;0;0;0;0;1;0;1;0,5010518838726176;Moderado;VENTURE;RENT
26;26004;2,0;10000;11,14;0,38;3;0,3845562221196739;1;2;0;1;0;0;0;0;0;1;0;0;0;0;0;0,2788599009566083;Baixo;HOMEIMPROVEMENT;MORTGAGE
32;140000;9,0;11000;5,42;0,08;8;0,0785714285714285;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0,00466255326117;Muito Baixo;EDUCATION;MORTGAGE
30;95000;0,0;4000;7,14;0,04;10;0,0421052631578947;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0,0030181155327121;Muito Baixo;DEBTCONSOLIDATION;MORTGAGE
25;19200;3,0;6000;7,14;0,31;3;0,3125;0;1;0;0;0;0;1;0;0;0;1;0;0;1;1;0,9992605942250176;Muito Alto;MEDICAL;RENT
22;89800;6,0;20000;12,53;0,22;2;0,22271714922049;1;2;0;1;0;0;0;1;0;0;0;0;0;0;0;0,0845896377373722;Muito Baixo;DEBTCONSOLIDATION;MORTGAGE
29;50400;6,0;7000;6,17;0,14;8;0,1388888888888889;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0,0305614694650019;Muito Baixo;DEBTCONSOLIDATION;RENT
24;30000;0,0;3500;5,99;0,12;2;0,1166666666666666;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0,0155721687648318;Muito Baixo;MEDICAL;RENT
23;48880;2,0;5500;10,99;0,11;3;0,1125204582651391;0;2;0;0;0;0;1;0;1;0;0;0;0;0;0;0,0521065429378244;Muito Baixo;EDUCATION;RENT
26;85757;0,0;7800;11,83;0,09;3;0,0909546742539967;1;2;0;0;0;0;1;0;0;0;1;0;0;0;0;0,0416721352987407;Muito Baixo;MEDICAL;RENT
28;24996;6,0;6000;5,99;0,24;7;0,2400384061449832;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0,0698523800527669;Muito Baixo;PERSONAL;MORTGAGE
26;48000;10,0;4500;11,11;0,09;4;0,09375;1;2;0;0;0;0;1;1;0;0;0;0;0;0;0;0,1004834381263494;Muito Baixo;DEBTCONSOLIDATION;RENT
27;73000;11,0;13000;6,03;0,18;9;0,1780821917808219;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0,0278537595506259;Muito Baixo;DEBTCONSOLIDATION;MORTGAGE
21;30000;6,0;3000;5,99;0,1;4;0,1;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0,0878984608920045;Muito Baixo;PERSONAL;MORTGAGE
36;37000;5,0;3000;18,39;0,08;15;0,081081081081081;1;5;1;1;0;0;0;0;0;0;1;0;0;1;1;0,942854017477974;Muito Alto;MEDICAL;MORTGAGE
34;103363;4,0;15000;10,99;0,15;5;0,1451196269458123;0;2;0;1;0;0;0;0;0;0;0;0;1;0;0;0,0010904362762152;Muito Baixo;VENTURE;MORTGAGE
22;35000;2,0;10000;10,99;0,29;2;0,2857142857142857;0;2;0;0;0;0;1;0;0;0;0;0;1;0;0;0,0012249649942608;Muito Baixo;VENTURE;RENT
23;60000;7,0;10750;7,88;0,18;3;0,1791666666666666;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0,0235384668561341;Muito Baixo;EDUCATION;MORTGAGE
31;85000;4,0;16000;11,89;0,19;10;0,188235294117647;1;2;0;0;1;0;0;0;0;1;0;0;0;0;0;0,0187988358400595;Muito Baixo;HOMEIMPROVEMENT;OTHER
25;24000;1,0;12000;12,17;0,5;4;0,5;1;4;1;0;0;0;1;1;0;0;0;0;0;1;1;0,9999617184118296;Muito Alto;DEBTCONSOLIDATION;RENT
31;90000;11,0;6000;11,71;0,07;8;0,0666666666666666;1;2;0;1;0;0;0;1;0;0;0;0;0;0;0;0,0236426773648429;Muito Baixo;DEBTCONSOLIDATION;MORTGAGE
32;32496;4,0;5000;15,31;0,15;6;0,1538650910881339;1;4;0;0;0;0;1;0;1;0;0;0;0;0;0;0,2812113818393572;Baixo;EDUCATION;RENT
29;61848;13,0;5000;10,38;0,08;10;0,0808433579097141;0;2;0;0;0;1;0;0;0;0;0;0;1;0;0;2,6181648958196296e-05;Muito Baixo;VENTURE;OWN
22;160000;6,0;20000;7,49;0,13;4;0,125;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0,0150772075420851;Muito Baixo;PERSONAL;RENT
38;200000;2,0;25000;7,9;0,13;13;0,125;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0,0092906816114528;Muito Baixo;PERSONAL;MORTGAGE
31;17000;3,0;4575;11,48;0,27;7;0,2691176470588235;1;2;0;0;0;0;1;0;0;0;0;0;1;1;1;0,9950374052834298;Muito Alto;VENTURE;RENT
47;204000;6,0;10000;13,06;0,05;13;0,0490196078431372;1;3;1;1;0;0;0;0;1;0;0;0;0;0;0;0,0724573065491499;Muito Baixo;EDUCATION;MORTGAGE
33;62800;3,0;16000;13,11;0,25;5;0,2547770700636942;1;3;1;0;0;0;1;0;0;0;0;1;0;0;0;0,0809972269203432;Muito Baixo;PERSONAL;RENT
24;63000;8,0;11400;13,79;0,18;4;0,1809523809523809;1;3;0;1;0;0;0;0;0;0;0;1;0;0;0;0,1408607911958039;Muito Baixo;PERSONAL;MORTGAGE
30;45000;11,0;10000;14,74;0,22;6;0,2222222222222222;1;4;0;1;0;0;0;0;0;0;0;1;0;1;0;0,1541855796794823;Muito Baixo;PERSONAL;MORTGAGE
36;85000;3,0;3825;5,42;0,04;15;0,045;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0,002493462018422;Muito Baixo;MEDICAL;RENT
23;48000;3,0;12000;6,03;0,25;2;0,25;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0,0236805065015867;Muito Baixo;PERSONAL;RENT
22;32400;6,0;9250;14,46;0,29;4;0,2854938271604938;1;4;1;0;0;0;1;0;0;0;1;0;0;1;1;0,933402103217475;Muito Alto;MEDICAL;RENT
22;35000;5,0;3000;10,01;0,09;2;0,0857142857142857;0;2;0;0;0;0;1;0;1;0;0;0;0;0;0;0,0524910711991372;Muito Baixo;EDUCATION;RENT
29;92000;2,0;20000;13,72;0,22;8;0,217391304347826;1;3;1;0;0;0;1;0;0;0;0;1;0;0;0;0,0947263461341338;Muito Baixo;PERSONAL;RENT
30;39600;5,0;3000;10,38;0,08;10;0,0757575757575757;0;2;0;1;0;0;0;1;0;0;0;0;0;0;0;0,1870474457915853;Muito Baixo;DEBTCONSOLIDATION;MORTGAGE
24;65000;0,0;3000;12,73;0,05;3;0,0461538461538461;1;3;0;1;0;0;0;1;0;0;0;0;0;0;0;0,0614058665447215;Muito Baixo;DEBTCONSOLIDATION;MORTGAGE
22;24000;3,0;3000;10,99;0,13;4;0,125;0;2;0;0;0;0;1;0;0;0;0;1;0;0;0;0,2119575514157011;Baixo;PERSONAL;RENT
22;33000;6,0;10000;12,42;0,3;3;0,303030303030303;1;2;0;0;0;0;1;0;0;0;0;1;0;1;0;0,4240241013363531;Moderado;PERSONAL;RENT
27;85000;0,0;2000;14,22;0,02;9;0,0235294117647058;1;3;1;0;0;0;1;1;0;0;0;0;0;0;0;0,0374835737507778;Muito Baixo;DEBTCONSOLIDATION;RENT
48;140000;4,0;18000;9,99;0,13;12;0,1285714285714285;0;2;0;1;0;0;0;0;1;0;0;0;0;0;0;0,0541972057164539;Muito Baixo;EDUCATION;MORTGAGE
40;16800;8,0;5000;8,94;0,3;17;0,2976190476190476;0;1;0;0;0;0;1;0;0;0;0;1;0;1;1;0,982709192774601;Muito Alto;PERSONAL;RENT
28;47000;4,0;2800;6,99;0,06;7;0,0595744680851063;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0,0513986100310056;Muito Baixo;PERSONAL;RENT
37;74400;21,0;7500;7,05;0,1;11;0,1008064516129032;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;2,6456993840522908e-05;Muito Baixo;VENTURE;OWN
35;85000;0,0;20000;12,21;0,24;9;0,2352941176470588;1;2;0;1;0;0;0;1;0;0;0;0;0;0;0;0,0736435817174788;Muito Baixo;DEBTCONSOLIDATION;MORTGAGE
24;41600;0,0;10000;8,94;0,24;2;0,2403846153846154;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0,1280863203003517;Muito Baixo;HOMEIMPROVEMENT;MORTGAGE
26;52000;7,0;6500;10,74;0,13;2;0,125;0;2;0;1;0;0;0;0;0;0;0;0;1;0;0;0,0008968780143934;Muito Baixo;VENTURE;MORTGAGE
27;48000;4,0;4200;10,74;0,09;5;0,0875;0;2;0;0;0;0;1;1;0;0;0;0;0;0;0;0,08805024112142;Muito Baixo;DEBTCONSOLIDATION;RENT
24;80004;1,0;12000;7,29;0,15;3;0,1499925003749812;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0,0009831157195258;Muito Baixo;VENTURE;RENT
31;20500;4,0;1000;6,76;0,05;6;0,048780487804878;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0,3158523758929894;Baixo;HOMEIMPROVEMENT;MORTGAGE
31;70000;0,0;10000;13,48;0,14;8;0,1428571428571428;1;3;1;0;0;0;1;0;0;0;0;1;0;0;0;0,044674041678955;Muito Baixo;PERSONAL;RENT
22;13200;0,0;2500;9,91;0,19;4;0,1893939393939394;0;2;0;0;0;0;1;0;0;0;0;0;1;1;1;0,9878562622045328;Muito Alto;VENTURE;RENT
30;96600;3,0;16750;10,62;0,17;5;0,1733954451345755;0;2;0;0;0;0;1;0;0;0;0;0;1;0;0;0,003532470868989;Muito Baixo;VENTURE;RENT
25;66420;1,0;4000;12,18;0,06;3;0,0602228244504667;1;2;0;1;0;0;0;0;0;0;1;0;0;0;0;0,1472069300878535;Muito Baixo;MEDICAL;MORTGAGE
25;67000;9,0;5000;13,92;0,07;4;0,0746268656716417;1;3;1;0;0;0;1;0;0;0;0;1;0;1;0;0,1384175224050866;Muito Baixo;PERSONAL;RENT
23;62000;4,0;9600;9,2;0,15;2;0,1548387096774193;0;2;0;1;0;0;0;0;0;0;0;0;1;0;0;0,0010761775908127;Muito Baixo;VENTURE;MORTGAGE
36;60996;8,0;15000;9,63;0,25;14;0,2459177650993508;0;2;0;1;0;0;0;1;0;0;0;0;0;0;0;0,0426266965408075;Muito Baixo;DEBTCONSOLIDATION;MORTGAGE
35;45000;3,0;15000;13,48;0,33;8;0,3333333333333333;1;3;0;0;0;0;1;1;0;0;0;0;0;1;1;0,9879601426851302;Muito Alto;DEBTCONSOLIDATION;RENT
31;52000;0,0;8000;7,51;0,15;5;0,1538461538461538;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0,0008650299578459;Muito Baixo;VENTURE;RENT
25;38400;9,0;8500;10,99;0,22;2;0,2213541666666666;0;2;0;0;0;0;1;0;0;0;0;0;1;0;0;0,0035436264767031;Muito Baixo;VENTURE;RENT
28;65000;3,0;7000;8,49;0,11;6;0,1076923076923077;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0,0568165304257876;Muito Baixo;HOMEIMPROVEMENT;RENT
25;46645;9,0;2000;12,69;0,04;3;0,0428770500589559;1;2;0;1;0;0;0;0;0;0;0;1;0;1;0;0,1073807553061267;Muito Baixo;PERSONAL;MORTGAGE
23;35004;1,0;6000;10,99;0,17;2;0,1714089818306479;0;2;0;0;0;0;1;0;1;0;0;0;0;0;0;0,060564924981289;Muito Baixo;EDUCATION;RENT
27;95000;11,0;18000;13,48;0,19;5;0,1894736842105263;1;3;0;1;0;0;0;0;0;0;0;0;1;0;0;0,0363823113721462;Muito Baixo;VENTURE;MORTGAGE
24;72000;8,0;14000;7,9;0,19;4;0,1944444444444444;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0,0680421590891361;Muito Baixo;EDUCATION;RENT
35;20000;0,0;8500;15,05;0,42;10;0,425;1;4;1;0;0;0;1;0;1;0;0;0;0;1;1;0,9991936184030172;Muito Alto;EDUCATION;RENT
45;68000;13,0;11200;13,48;0,16;17;0,1647058823529411;1;3;0;0;0;0;1;0;0;0;0;1;0;0;0;0,0633273541008318;Muito Baixo;PERSONAL;RENT
28;70000;4,0;20000;12,18;0,29;6;0,2857142857142857;1;2;0;1;0;0;0;0;0;1;0;0;0;0;0;0,1444559352656731;Muito Baixo;HOMEIMPROVEMENT;MORTGAGE
24;50000;3,0;10000;7,49;0,2;2;0,2;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0,0231259032018275;Muito Baixo;PERSONAL;RENT
36;52660;2,0;15000;13,16;0,28;13;0,284846183061147;1;3;1;1;0;0;0;0;0;1;0;0;0;0;0;0,1195682173505792;Muito Baixo;HOMEIMPROVEMENT;MORTGAGE
25;62400;7,0;20000;11,48;0,32;2;0,3205128205128205;1;2;0;0;0;0;1;0;0;0;0;0;1;1;1;0,9984891420902544;Muito Alto;VENTURE;RENT
32;45000;6,0;15000;7,51;0,33;5;0,3333333333333333;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0,1141978676506283;Muito Baixo;PERSONAL;MORTGAGE
27;51000;0,0;7000;7,49;0,14;6;0,1372549019607843;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0,0700043580086889;Muito Baixo;EDUCATION;MORTGAGE
26;100000;11,0;2000;5,42;0,02;2;0,02;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0,0026219053289659;Muito Baixo;HOMEIMPROVEMENT;MORTGAGE
30;70000;6,0;18000;10,99;0,26;7;0,2571428571428571;0;2;0;1;0;0;0;0;0;1;0;0;0;0;0;0,0599349530281687;Muito Baixo;HOMEIMPROVEMENT;MORTGAGE
22;46500;4,0;5000;10,37;0,11;4;0,1075268817204301;0;2;0;0;0;0;1;0;0;0;0;0;1;0;0;0,0025036210350262;Muito Baixo;VENTURE;RENT
27;80000;5,0;35000;13,48;0,44;8;0,4375;1;3;0;1;0;0;0;0;0;0;0;1;0;0;0;0,0768495256789201;Muito Baixo;PERSONAL;MORTGAGE
38;140000;0,0;25000;9,99;0,18;13;0,1785714285714285;0;2;0;1;0;0;0;0;0;0;0;0;1;0;0;0,0005261641956458;Muito Baixo;VENTURE;MORTGAGE
21;27024;4,0;8000;8,49;0,3;3;0,2960331557134399;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0,1109612969066466;Muito Baixo;EDUCATION;RENT
22;83004;6,0;24000;7,88;0,29;2;0,2891426919184617;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0,0316448915772835;Muito Baixo;EDUCATION;MORTGAGE
30;28000;5,0;12000;14,22;0,43;8;0,4285714285714285;1;3;0;0;0;0;1;0;0;0;0;1;0;1;1;0,9977469013796264;Muito Alto;PERSONAL;RENT
28;75000;6,0;10500;7,49;0,14;9;0,14;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0,0286880865771325;Muito Baixo;HOMEIMPROVEMENT;MORTGAGE
26;40000;0,0;4500;7,74;0,11;2;0,1125;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0,0224135697449084;Muito Baixo;MEDICAL;RENT
26;33000;2,0;3000;11,49;0,09;3;0,0909090909090909;1;2;0;0;0;0;1;0;0;0;1;0;0;1;0;0,0978010320549904;Muito Baixo;MEDICAL;RENT
24;125000;3,0;3000;14,72;0,02;3;0,024;1;3;1;0;0;0;1;1;0;0;0;0;0;0;0;0,0996533262478443;Muito Baixo;DEBTCONSOLIDATION;RENT
22;55000;6,0;6000;6,99;0,11;3;0,109090909090909;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0,0291775644072253;Muito Baixo;DEBTCONSOLIDATION;RENT
31;36000;5,0;13000;20,3;0,36;5;0,3611111111111111;1;5;1;0;0;0;1;0;0;1;0;0;0;1;1;0,99839657473345;Muito Alto;HOMEIMPROVEMENT;RENT
26;168000;1,0;20000;11,36;0,12;4;0,119047619047619;1;2;0;0;0;0;1;0;0;0;0;0;1;0;0;0,0023472533506122;Muito Baixo;VENTURE;RENT
31;54000;4,0;6000;7,66;0,11;6;0,1111111111111111;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0,0014818001353187;Muito Baixo;VENTURE;MORTGAGE
25;138000;0,0;5000;11,86;0,04;4;0,036231884057971;1;2;0;1;0;0;0;0;0;0;1;0;0;0;0;0,0749732138673534;Muito Baixo;MEDICAL;MORTGAGE
23;105000;8,0;10000;7,49;0,1;3;0,0952380952380952;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0,0004176967313319;Muito Baixo;VENTURE;MORTGAGE
29;38400;14,0;11000;7,49;0,29;7;0,2864583333333333;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0,1137139992059564;Muito Baixo;EDUCATION;RENT
24;98004;0,0;16000;16,32;0,16;4;0,1632586425043875;1;4;1;0;0;0;1;0;0;0;0;0;1;1;1;0,9331861329607596;Muito Alto;VENTURE;RENT
24;96000;6,0;7000;9,91;0,07;2;0,0729166666666666;0;2;0;0;0;0;1;1;0;0;0;0;0;0;0;0,0249083380636319;Muito Baixo;DEBTCONSOLIDATION;RENT
43;19440;1,0;7500;9,01;0,39;11;0,3858024691358024;0;2;0;0;0;0;1;0;0;1;0;0;0;1;1;0,9998278485621828;Muito Alto;HOMEIMPROVEMENT;RENT
34;135000;6,0;20000;17,74;0,15;5;0,1481481481481481;1;5;1;0;0;0;1;0;0;0;0;0;1;0;0;0,2129268822866175;Baixo;VENTURE;RENT
32;113000;5,0;12000;16,29;0,11;5;0,1061946902654867;1;4;0;0;0;0;1;0;0;1;0;0;0;1;0;0,2385592825705698;Baixo;HOMEIMPROVEMENT;RENT
27;28968;1,0;5000;13,16;0,17;5;0,1726042529687931;1;3;1;0;0;0;1;0;0;0;0;1;0;0;1;0,54369743032377;Moderado;PERSONAL;RENT
24;31000;8,0;5000;5,42;0,16;2;0,1612903225806451;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0,0968464354618867;Muito Baixo;EDUCATION;MORTGAGE
27;37000;3,0;5000;9,91;0,14;6;0,1351351351351351;0;2;0;0;0;1;0;0;0;0;1;0;0;0;0;0,0009729293585404;Muito Baixo;MEDICAL;OWN
23;62471;4,0;12000;6,91;0,19;4;0,1920891293560211;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0,034818807212941;Muito Baixo;PERSONAL;MORTGAGE
27;149616;0,0;15000;11,03;0,1;10;0,1002566570420275;1;3;0;0;0;1;0;0;0;0;1;0;0;0;0;0,0003371704509713;Muito Baixo;MEDICAL;OWN
32;50000;3,0;2500;13,49;0,05;10;0,05;1;3;0;0;0;0;1;0;0;0;1;0;0;0;0;0,0214326372071651;Muito Baixo;MEDICAL;RENT
22;36000;4,0;6000;10,36;0,17;3;0,1666666666666666;0;2;0;0;0;0;1;0;1;0;0;0;0;0;0;0,1293421037948058;Muito Baixo;EDUCATION;RENT
24;31200;3,0;1950;13,11;0,06;4;0,0625;1;3;1;0;0;0;1;0;0;0;1;0;0;0;0;0,125453856927929;Muito Baixo;MEDICAL;RENT
21;40000;5,0;5000;6,62;0,13;2;0,125;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0,0313179086820581;Muito Baixo;PERSONAL;MORTGAGE
43;34000;4,0;9800;7,49;0,29;17;0,288235294117647;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0,366402467936728;Baixo;HOMEIMPROVEMENT;MORTGAGE
22;41000;0,0;8400;8,94;0,2;2;0,2048780487804878;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0,0711817712849557;Muito Baixo;EDUCATION;RENT
29;33000;6,0;5000;8,9;0,15;7;0,1515151515151515;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0,0895139994849424;Muito Baixo;MEDICAL;RENT
30;200000;5,0;20000;11,48;0,1;7;0,1;1;2;0;1;0;0;0;0;0;0;0;1;0;0;0;0,0356996959405043;Muito Baixo;PERSONAL;MORTGAGE
26;58650;5,0;14000;6,17;0,2;4;0,2387041773231031;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0,143121226956108;Muito Baixo;MEDICAL;MORTGAGE
24;96000;8,0;4200;5,99;0,04;3;0,04375;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;9,911766074723992e-05;Muito Baixo;VENTURE;MORTGAGE
30;55840;6,0;6000;10,25;0,11;5;0,1074498567335243;0;2;0;0;0;0;1;0;0;0;1;0;0;0;0;0,0896660853254299;Muito Baixo;MEDICAL;RENT
48;64430;14,0;15000;15,31;0,2;12;0,2328108024212323;1;4;1;1;0;0;0;0;0;0;1;0;0;1;1;0,99339253982978;Muito Alto;MEDICAL;MORTGAGE
28;30000;4,0;6000;6,03;0,2;8;0,2;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0,0017013065485625;Muito Baixo;VENTURE;MORTGAGE
33;27996;0,0;4800;9,63;0,17;8;0,1714530647235319;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0,0017266406446965;Muito Baixo;VENTURE;RENT
22;30000;2,0;5500;11,86;0,18;3;0,1833333333333333;1;2;0;0;0;0;1;0;0;0;0;1;0;0;0;0,2504535699391996;Baixo;PERSONAL;RENT
41;36684;0,0;7500;10,96;0,2;14;0,2044488060189728;0;2;0;0;0;0;1;0;0;0;1;0;0;0;0;0,0381502270643495;Muito Baixo;MEDICAL;RENT
31;52249;7,0;7000;7,49;0,13;7;0,1339738559589657;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0,1408935780883867;Muito Baixo;HOMEIMPROVEMENT;RENT
48;55000;9,0;10200;13,92;0,19;16;0,1854545454545454;1;3;0;0;0;0;1;0;0;0;1;0;0;0;0;0,1244729941888356;Muito Baixo;MEDICAL;RENT
23;44064;0,0;9500;11,26;0,22;2;0,2155954974582425;1;2;0;0;0;0;1;0;1;0;0;0;0;0;0;0,1914012524465925;Muito Baixo;EDUCATION;RENT
22;57900;3,0;4850;8,49;0,08;2;0,0837651122625215;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0,0681856901558953;Muito Baixo;EDUCATION;MORTGAGE
38;57000;4,0;15000;17,27;0,26;16;0,2631578947368421;1;4;0;0;0;1;0;0;0;1;0;0;0;0;0;0,0011155886299156;Muito Baixo;HOMEIMPROVEMENT;OWN
22;69000;5,0;8650;11,49;0,13;3;0,1253623188405797;1;2;0;0;0;0;1;0;0;0;1;0;0;0;0;0,0447981964869989;Muito Baixo;MEDICAL;RENT
22;31200;4,0;2000;7,29;0,06;3;0,0641025641025641;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0,0857890913843504;Muito Baixo;MEDICAL;MORTGAGE
22;31200;4,0;4800;10,37;0,15;4;0,1538461538461538;0;2;0;0;0;0;1;0;0;0;0;0;1;0;0;0,0047917928928012;Muito Baixo;VENTURE;RENT
25;85000;6,0;4000;6,54;0,05;3;0,0470588235294117;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0,0120713501737697;Muito Baixo;HOMEIMPROVEMENT;MORTGAGE
23;35000;3,0;12000;10,0;0,34;4;0,3428571428571428;0;2;0;0;0;0;1;1;0;0;0;0;0;1;1;0,9765277168980996;Muito Alto;DEBTCONSOLIDATION;RENT
24;72000;8,0;14000;14,65;0,19;4;0,1944444444444444;1;3;1;1;0;0;0;0;1;0;0;0;0;1;0;0,1513134933063809;Muito Baixo;EDUCATION;MORTGAGE
30;56952;3,0;25000;11,36;0,44;9;0,4389661469307487;1;2;0;0;0;0;1;0;0;0;1;0;0;1;1;0,9959558368385772;Muito Alto;MEDICAL;RENT
29;32000;5,0;9000;16,77;0,28;8;0,28125;1;4;0;0;0;0;1;0;0;0;0;1;0;0;0;0,4665484644927229;Moderado;PERSONAL;RENT
31;63000;4,0;5000;6,03;0,08;5;0,0793650793650793;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0,0004983468240351;Muito Baixo;MEDICAL;OWN
24;45336;8,0;10000;5,99;0,22;2;0,2205752602788071;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0,0315358180490554;Muito Baixo;MEDICAL;MORTGAGE
26;78000;1,0;15000;12,42;0,19;3;0,1923076923076923;1;2;0;0;0;0;1;1;0;0;0;0;0;1;0;0,1930886897347263;Muito Baixo;DEBTCONSOLIDATION;RENT
31;106000;5,0;15000;7,88;0,14;7;0,1415094339622641;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0,016186105420788;Muito Baixo;DEBTCONSOLIDATION;MORTGAGE
24;39000;1,0;10000;14,11;0,26;3;0,2564102564102564;1;4;0;0;0;0;1;1;0;0;0;0;0;1;1;0,9984941244921116;Muito Alto;DEBTCONSOLIDATION;RENT
28;157000;12,0;12000;13,92;0,08;9;0,0764331210191082;1;3;1;0;0;1;0;0;0;0;0;0;1;0;0;0,0004352254145101;Muito Baixo;VENTURE;OWN
45;42320;6,0;7475;13,49;0,18;13;0,1766304347826087;1;3;0;1;0;0;0;0;0;1;0;0;0;0;0;0,1056989585989796;Muito Baixo;HOMEIMPROVEMENT;MORTGAGE
31;90000;15,0;10000;12,53;0,11;8;0,1111111111111111;1;3;0;1;0;0;0;0;1;0;0;0;0;0;0;0,0564382910292922;Muito Baixo;EDUCATION;MORTGAGE
24;21600;0,0;2000;14,84;0,09;2;0,0925925925925925;1;4;0;1;0;0;0;1;0;0;0;0;0;1;1;0,9941735631973;Muito Alto;DEBTCONSOLIDATION;MORTGAGE
29;75000;6,0;6500;10,74;0,09;9;0,0866666666666666;0;2;0;0;0;0;1;0;0;1;0;0;0;0;0;0,0736001117701699;Muito Baixo;HOMEIMPROVEMENT;RENT
27;90000;5,0;20500;14,96;0,23;8;0,2277777777777777;1;4;1;1;0;0;0;0;0;0;0;0;1;0;0;0,0967092303814901;Muito Baixo;VENTURE;MORTGAGE
38;46150;6,0;6500;6,03;0,14;15;0,1408450704225352;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0,0008239464453731;Muito Baixo;VENTURE;MORTGAGE
23;30000;0,0;4000;10,36;0,13;4;0,1333333333333333;0;2;0;0;0;0;1;0;0;0;1;0;0;0;0;0,0759767451340084;Muito Baixo;MEDICAL;RENT
28;83137;12,0;3600;14,72;0,04;9;0,0433020195580788;1;3;0;1;0;0;0;0;0;0;1;0;0;0;0;0,2446688797928624;Baixo;MEDICAL;MORTGAGE
26;35000;0,0;12000;10,91;0,34;2;0,3428571428571428;0;3;1;0;0;0;1;0;1;0;0;0;0;1;1;0,990335386985576;Muito Alto;EDUCATION;RENT
31;43000;15,0;13350;12,42;0,31;9;0,3104651162790697;1;2;0;0;0;0;1;0;0;0;1;0;0;1;1;0,9876418186429248;Muito Alto;MEDICAL;RENT
26;74000;4,0;3500;13,48;0,05;4;0,0472972972972973;1;3;1;1;0;0;0;0;0;0;0;0;1;0;0;0,1685820126908718;Muito Baixo;VENTURE;MORTGAGE
26;36000;10,0;10000;9,88;0,28;3;0,2777777777777778;0;2;0;1;0;0;0;0;0;0;0;1;0;0;0;0,1167583423271406;Muito Baixo;PERSONAL;MORTGAGE
22;19800;4,0;4800;10,99;0,24;2;0,2424242424242424;0;2;0;0;0;0;1;1;0;0;0;0;0;1;1;0,9757706024672056;Muito Alto;DEBTCONSOLIDATION;RENT
21;98132;5,0;15000;11,36;0,15;4;0,1528553377083927;1;2;0;1;0;0;0;0;0;0;1;0;0;0;0;0,0575209457951029;Muito Baixo;MEDICAL;MORTGAGE
