person_age,person_income,person_emp_length,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,dti_ratio,taxa_juros_alta,loan_grade_num,cb_default_flag,home_MORTGAGE,home_OTHER,home_OWN,home_RENT,intent_DEBTCONSOLIDATION,intent_EDUCATION,intent_HOMEIMPROVEMENT,intent_MEDICAL,intent_PERSONAL,intent_VENTURE,loan_status_real,loan_status_pred,probabilidade_default,risco_categoria
24,60000,0.0,6000,5.42,0.1,3,0.1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0.013450657761760621,Muito Baixo
33,70000,2.0,3700,5.99,0.05,6,0.0528571428571428,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0.010627704786387153,Muito Baixo
35,56000,5.0,10000,12.42,0.18,5,0.1785714285714285,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0.16031036554452774,Muito Baixo
23,95000,7.0,25000,18.78,0.26,4,0.2631578947368421,1,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0.40692179419324354,Moderado
23,81000,5.0,3500,10.75,0.04,3,0.0432098765432098,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0.042540111912843466,Muito Baixo
24,19200,1.0,8000,13.61,0.42,3,0.4166666666666667,1,3,1,0,0,0,1,0,0,1,0,0,0,1,1,0.9999253542311588,Muito Alto
25,31000,1.0,6450,14.42,0.21,3,0.2080645161290322,1,4,1,0,0,0,1,0,0,1,0,0,0,1,1,0.9960803592476748,Muito Alto
34,126000,2.0,9600,11.49,0.08,5,0.0761904761904762,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0013716716012556487,Muito Baixo
28,85000,7.0,11200,9.91,0.13,10,0.1317647058823529,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0.024790948941546643,Muito Baixo
26,62000,1.0,10000,11.26,0.16,2,0.1612903225806451,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0.03637937123788148,Muito Baixo
26,29000,2.0,1000,7.74,0.03,4,0.0344827586206896,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0.2899569073805757,Baixo
27,52000,0.0,5100,10.37,0.1,7,0.098076923076923,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0.10455670499942231,Muito Baixo
30,40000,14.0,5500,6.62,0.14,8,0.1375,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.000857886304083556,Muito Baixo
28,72000,9.0,18000,11.89,0.25,8,0.25,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0.08116056429458839,Muito Baixo
25,54000,7.0,7575,6.99,0.14,4,0.1402777777777777,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0.22216984019969144,Baixo
29,63500,4.0,1600,11.83,0.03,5,0.0251968503937007,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0.06196843850623304,Muito Baixo
22,60350,1.0,25000,15.95,0.35,4,0.4142502071251036,1,4,0,0,0,0,1,0,0,0,1,0,0,1,1,0.9998053059523038,Muito Alto
26,80000,5.0,7000,7.51,0.09,2,0.0875,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0.021916958514396543,Muito Baixo
38,17280,0.0,1000,16.29,0.06,13,0.0578703703703703,1,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0.0017040263537458566,Muito Baixo
44,76000,3.0,3600,14.79,0.05,12,0.0473684210526315,1,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0.06765770284493944,Muito Baixo
24,87996,1.0,7000,11.99,0.08,4,0.0795490704122914,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0.18627040260093283,Muito Baixo
25,56000,2.0,3000,12.69,0.05,3,0.0535714285714285,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0.09113379747329903,Muito Baixo
38,30132,4.0,3000,13.85,0.1,14,0.0995619275189167,1,3,1,0,0,0,1,0,0,0,1,0,0,1,0,0.09138357921975171,Muito Baixo
29,60000,3.0,1500,12.87,0.03,9,0.025,1,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0.03178111649775095,Muito Baixo
22,66000,6.0,16800,13.49,0.25,3,0.2545454545454545,1,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0.07576513054972095,Muito Baixo
28,64000,10.0,6000,16.45,0.09,9,0.09375,1,5,1,1,0,0,0,0,0,1,0,0,0,1,0,0.26282662651466104,Baixo
80,64000,7.0,6800,11.71,0.11,25,0.10625,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0.013339601140120677,Muito Baixo
27,47380,11.0,15000,13.79,0.32,9,0.3165892781764458,1,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0.14405150468322908,Muito Baixo
28,48000,5.0,15000,11.99,0.31,10,0.3125,1,2,0,0,0,0,1,1,0,0,0,0,0,1,1,0.9886220769071616,Muito Alto
24,62500,8.0,6500,13.22,0.1,2,0.104,1,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0.0008293397286486297,Muito Baixo
22,30000,2.0,5000,13.48,0.17,2,0.1666666666666666,1,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0.20836105404911937,Baixo
28,33288,2.0,10800,12.09,0.32,6,0.3244412400865176,1,3,0,0,0,0,1,0,1,0,0,0,0,1,1,0.993086256499736,Muito Alto
42,65000,6.0,22750,8.9,0.35,17,0.35,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.00011613272116948847,Muito Baixo
28,31150,4.0,4000,11.49,0.13,7,0.1284109149277688,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0.10036610510187105,Muito Baixo
27,120000,1.0,20000,6.54,0.17,9,0.1666666666666666,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0.011542238203181007,Muito Baixo
25,33000,3.0,3000,5.99,0.09,2,0.0909090909090909,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.003111738824613266,Muito Baixo
34,55000,4.0,7000,8.88,0.13,9,0.1272727272727272,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0.03044742712674945,Muito Baixo
26,38000,0.0,12000,10.99,0.32,4,0.3157894736842105,0,2,0,0,0,0,1,0,0,0,0,1,0,1,1,0.9963684354966665,Muito Alto
23,40000,4.0,2000,7.49,0.05,4,0.05,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1.4546817068977068e-05,Muito Baixo
24,53000,8.0,6850,6.92,0.13,2,0.1292452830188679,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0007072614805254803,Muito Baixo
36,92000,5.0,10000,11.71,0.11,16,0.108695652173913,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0.04406384234058957,Muito Baixo
23,103000,0.0,16750,15.31,0.16,2,0.1626213592233009,1,4,0,1,0,0,0,1,0,0,0,0,0,1,1,0.9910260198497651,Muito Alto
27,60000,4.0,8000,7.88,0.13,8,0.1333333333333333,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0.000529669751044881,Muito Baixo
25,120000,0.0,20000,16.82,0.17,2,0.1666666666666666,1,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0.18098742000530743,Muito Baixo
27,185300,11.0,35000,15.31,0.16,5,0.1888828926065839,1,4,1,1,0,0,0,0,0,0,1,0,0,1,1,0.9842078186024263,Muito Alto
22,50000,2.0,10400,15.31,0.21,4,0.208,1,4,1,0,0,1,0,0,0,0,1,0,0,0,0,0.005190645585716369,Muito Baixo
23,62000,8.0,12000,5.79,0.19,2,0.1935483870967742,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0248610900069008,Muito Baixo
33,82000,2.0,6000,7.51,0.07,10,0.073170731707317,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0.009085200388833462,Muito Baixo
25,105897,9.0,25000,11.36,0.24,3,0.2360784535916976,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0.047392232188401585,Muito Baixo
23,130000,7.0,15000,13.22,0.12,3,0.1153846153846153,1,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0.0002752023493525226,Muito Baixo
23,50000,0.0,10000,6.92,0.2,2,0.2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0.014442330083926003,Muito Baixo
24,37200,2.0,6000,9.99,0.16,3,0.1612903225806451,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0.1515380959848988,Muito Baixo
29,134000,2.0,8000,14.22,0.06,7,0.0597014925373134,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0.04848617046092641,Muito Baixo
30,61000,4.0,4500,6.54,0.07,6,0.0737704918032786,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.03189203712834956,Muito Baixo
28,45000,0.0,3675,10.99,0.08,6,0.0816666666666666,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0008337645405337941,Muito Baixo
27,58800,0.0,9800,13.22,0.17,9,0.1666666666666666,1,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0.26289196739168863,Baixo
28,40000,1.0,6500,10.74,0.16,6,0.1625,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0.02368658447557696,Muito Baixo
22,26886,6.0,7500,13.48,0.28,4,0.278955590270029,1,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0.0016485952384610871,Muito Baixo
31,58000,7.0,14000,12.87,0.24,9,0.2413793103448276,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0012712210538082147,Muito Baixo
21,33000,5.0,9000,12.69,0.27,3,0.2727272727272727,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0.22420060925430926,Baixo
26,69000,4.0,25000,10.99,0.36,3,0.3623188405797101,0,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0.23118979831798384,Baixo
27,45500,2.0,5000,11.71,0.11,5,0.1098901098901098,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0.10825719895787382,Muito Baixo
24,37876,4.0,8000,9.63,0.21,2,0.2112155454641461,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0.07623000061727803,Muito Baixo
23,80000,3.0,4000,14.46,0.05,4,0.05,1,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0.0450754815249193,Muito Baixo
29,49000,3.0,6000,13.99,0.12,6,0.1224489795918367,1,3,0,0,0,0,1,0,0,0,0,1,0,1,0,0.1841884618068478,Muito Baixo
21,39000,4.0,6000,10.38,0.15,3,0.1538461538461538,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0.15444295266170024,Muito Baixo
26,62004,9.0,24000,7.9,0.39,3,0.3870718018192374,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0.9823968252812991,Muito Alto
33,35000,0.0,5000,8.9,0.14,5,0.1428571428571428,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0.05060413574123705,Muito Baixo
22,75000,2.0,9000,10.99,0.12,4,0.12,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0.026227872442275195,Muito Baixo
23,48600,5.0,6000,11.86,0.12,4,0.1234567901234567,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0.13451869847835377,Muito Baixo
24,23000,4.0,5900,9.63,0.26,4,0.2565217391304348,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0.23037354000936427,Baixo
23,68000,7.0,10000,9.91,0.15,4,0.1470588235294117,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0.04415221312548766,Muito Baixo
33,50000,7.0,10000,9.99,0.2,5,0.2,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0.038165924151929036,Muito Baixo
24,55782,3.0,17000,7.51,0.3,2,0.3047578071779427,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0.320880481190546,Baixo
23,24000,0.0,9250,6.54,0.39,3,0.3854166666666667,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0.9982451970004749,Muito Alto
36,45000,12.0,10000,15.99,0.22,14,0.2222222222222222,1,4,0,0,0,0,1,0,0,0,1,0,0,0,1,0.5618626192728892,Moderado
24,56000,1.0,15000,12.87,0.27,2,0.2678571428571428,1,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0.13743154330249405,Muito Baixo
21,20000,2.0,2500,13.79,0.13,4,0.125,1,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0.1468783275508066,Muito Baixo
25,87000,7.0,9000,13.49,0.1,4,0.1034482758620689,1,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0.07696764992389692,Muito Baixo
26,28800,8.0,6000,8.9,0.21,3,0.2083333333333333,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.001134849737974355,Muito Baixo
37,49000,2.0,3000,13.48,0.06,14,0.0612244897959183,1,3,1,0,0,0,1,1,0,0,0,0,0,1,0,0.08110884515132785,Muito Baixo
38,34800,1.0,2100,14.72,0.06,13,0.0603448275862069,1,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0.25330440108589797,Baixo
23,80000,1.0,15000,9.88,0.19,4,0.1875,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0.02503025872487416,Muito Baixo
32,85000,1.0,7500,10.78,0.09,10,0.088235294117647,0,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0.03419064910905906,Muito Baixo
24,141000,8.0,10000,7.49,0.07,2,0.0709219858156028,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0004686336683419175,Muito Baixo
23,45000,0.0,1500,7.51,0.03,4,0.0333333333333333,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0.024908667421503328,Muito Baixo
29,75840,5.0,25000,21.27,0.33,6,0.3296413502109704,1,7,0,0,0,1,0,0,0,1,0,0,0,1,1,0.9359110593858039,Muito Alto
31,43812,2.0,2400,14.35,0.05,5,0.054779512462339,1,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0.2355707648843683,Baixo
26,33996,2.0,10800,11.12,0.32,3,0.3176844334627603,1,2,0,0,0,0,1,0,0,0,1,0,0,1,1,0.9955062422502524,Muito Alto
26,96000,3.0,10000,5.42,0.1,3,0.1041666666666666,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0019501397215358211,Muito Baixo
23,16000,3.0,2275,13.06,0.14,4,0.1421875,1,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0.05230931599752565,Muito Baixo
26,61000,3.0,7500,10.25,0.12,4,0.1229508196721311,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0.05874930895947376,Muito Baixo
30,98000,6.0,35000,10.59,0.36,8,0.3571428571428571,0,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0.031122228839875473,Muito Baixo
25,60000,9.0,8400,13.99,0.14,3,0.14,1,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0.06929703382480762,Muito Baixo
26,81360,4.0,6000,7.9,0.07,4,0.0737463126843657,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.03992568871533435,Muito Baixo
37,72800,0.0,23000,11.58,0.32,17,0.3159340659340659,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0.2867052048112518,Baixo
24,65000,9.0,5500,5.79,0.08,3,0.0846153846153846,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.027797517269420858,Muito Baixo
23,96000,4.0,20000,10.99,0.21,3,0.2083333333333333,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0.021543381130057833,Muito Baixo
28,108000,2.0,20000,15.31,0.19,8,0.1851851851851851,1,4,1,0,0,0,1,1,0,0,0,0,0,1,1,0.9986209426874779,Muito Alto
22,34992,1.0,5000,10.99,0.14,2,0.1428898033836305,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0.17925007683635402,Muito Baixo
25,22000,0.0,7500,16.82,0.34,3,0.3409090909090909,1,5,0,0,0,1,0,0,0,0,0,1,0,0,1,0.5067658534448942,Moderado
26,130000,7.0,6500,15.99,0.05,3,0.05,1,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0.07292604993427493,Muito Baixo
30,55000,1.0,6500,10.99,0.12,9,0.1181818181818181,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0.03801282595594944,Muito Baixo
33,55000,7.0,3500,10.65,0.06,10,0.0636363636363636,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0012187958037377562,Muito Baixo
22,23631,4.0,6000,10.99,0.25,3,0.2539037704709915,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0.2132094412522397,Baixo
23,55000,5.0,15000,6.17,0.27,3,0.2727272727272727,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0.021792302398756347,Muito Baixo
23,65000,2.0,6000,11.99,0.09,2,0.0923076923076923,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0.03169645539627457,Muito Baixo
31,41000,1.0,4000,10.0,0.1,10,0.0975609756097561,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0.05046502702825545,Muito Baixo
25,60000,9.0,6000,14.54,0.1,3,0.1,1,4,1,0,0,0,1,0,0,0,0,1,0,0,0,0.11690082998475612,Muito Baixo
26,72054,9.0,3000,7.29,0.04,2,0.0416354400866017,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0.07311905885733341,Muito Baixo
27,45000,0.0,5200,13.49,0.12,8,0.1155555555555555,1,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0.06474517659811273,Muito Baixo
26,62900,4.0,24250,16.82,0.33,2,0.3855325914149443,1,5,1,0,0,1,0,0,0,0,1,0,0,1,1,0.9429200927084426,Muito Alto
22,65000,6.0,12800,5.99,0.2,4,0.1969230769230769,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0.019243244711980002,Muito Baixo
30,68580,3.0,10000,7.88,0.15,10,0.1458151064450277,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0010461190821277673,Muito Baixo
24,38400,8.0,4200,6.76,0.11,4,0.109375,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0.07031102121781183,Muito Baixo
25,72700,4.0,7000,14.84,0.1,2,0.0962861072902338,1,4,1,0,0,0,1,0,0,1,0,0,0,0,0,0.21132972151043722,Baixo
24,55000,4.0,5000,8.0,0.09,3,0.0909090909090909,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0013737250889172446,Muito Baixo
22,24000,3.0,6000,11.49,0.25,4,0.25,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0006664881734095531,Muito Baixo
41,66504,5.0,25000,17.56,0.38,15,0.3759172380608685,1,5,1,0,0,0,1,0,1,0,0,0,0,1,1,0.9964221126106562,Muito Alto
35,36000,4.0,5000,9.91,0.14,5,0.1388888888888889,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0873696703149872,Muito Baixo
28,84000,3.0,15000,11.86,0.18,9,0.1785714285714285,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0.09182139164335153,Muito Baixo
22,50004,6.0,10200,15.21,0.2,4,0.2039836813054955,1,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0.09100082480579547,Muito Baixo
23,46000,1.0,7000,7.4,0.15,4,0.1521739130434782,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0.05226914474825249,Muito Baixo
30,90000,2.0,6400,6.62,0.07,7,0.0711111111111111,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0.009583264534756213,Muito Baixo
26,60000,2.0,8000,13.61,0.13,4,0.1333333333333333,1,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0.051815995998637614,Muito Baixo
23,28000,0.0,6000,9.63,0.21,4,0.2142857142857142,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0.06332709740992537,Muito Baixo
32,90000,8.0,25000,11.58,0.28,6,0.2777777777777778,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0.07824461882216324,Muito Baixo
21,90000,4.0,1500,10.75,0.02,4,0.0166666666666666,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0.00673034742966332,Muito Baixo
36,32000,6.0,12000,10.37,0.38,11,0.375,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0.12507986351252257,Muito Baixo
22,25200,7.0,7500,14.96,0.3,3,0.2976190476190476,1,4,0,0,0,0,1,0,0,0,1,0,0,1,1,0.9629535532634363,Muito Alto
39,20400,3.0,6000,15.27,0.29,13,0.2941176470588235,1,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0.13028891387390532,Muito Baixo
30,50000,3.0,5000,10.99,0.1,5,0.1,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0.04286445569386289,Muito Baixo
27,80000,11.0,7500,11.71,0.09,10,0.09375,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0.05098132965467407,Muito Baixo
24,34600,2.0,4000,5.42,0.12,2,0.1156069364161849,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0.036627541334030504,Muito Baixo
29,48000,6.0,15000,13.98,0.31,10,0.3125,1,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0.3061801060996593,Baixo
28,75000,5.0,10000,12.21,0.13,5,0.1333333333333333,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0.002757058286539834,Muito Baixo
21,21600,2.0,3500,7.51,0.16,2,0.162037037037037,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0.09827076104808127,Muito Baixo
24,75000,2.0,7000,10.74,0.09,3,0.0933333333333333,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0.06961946108471931,Muito Baixo
21,44000,6.0,10000,14.74,0.23,3,0.2272727272727272,1,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0.491395580975997,Moderado
31,50000,0.0,2400,11.03,0.05,8,0.048,1,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0.05347695364599613,Muito Baixo
25,50988,9.0,4200,9.99,0.08,3,0.0823723228995057,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0.001645689531991066,Muito Baixo
23,55000,7.0,4200,9.91,0.08,4,0.0763636363636363,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0.10391688124005612,Muito Baixo
23,90000,7.0,17000,10.59,0.19,3,0.1888888888888888,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0.03744554449394889,Muito Baixo
28,97296,12.0,6500,12.42,0.07,8,0.0668064463081729,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0.054987942357410745,Muito Baixo
26,65000,11.0,12000,7.9,0.18,2,0.1846153846153846,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0007363340733552058,Muito Baixo
27,61000,6.0,6800,15.99,0.11,7,0.1114754098360655,1,4,0,1,0,0,0,1,0,0,0,0,0,1,1,0.9967377018875075,Muito Alto
25,42000,0.0,3500,5.42,0.08,4,0.0833333333333333,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0015641440708918557,Muito Baixo
38,24996,2.0,3000,10.99,0.12,13,0.1200192030724916,0,2,0,0,0,0,1,0,0,0,1,0,0,1,0,0.029138835949021308,Muito Baixo
22,45000,6.0,4750,6.39,0.11,2,0.1055555555555555,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.00018084745804628982,Muito Baixo
24,76597,5.0,22000,9.25,0.29,2,0.2872175150462812,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0.08955567026596363,Muito Baixo
30,72516,11.0,5000,13.85,0.07,6,0.0689503006233107,1,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0.1673202669830014,Muito Baixo
28,120000,11.0,14400,10.74,0.12,7,0.12,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0.045289580939350475,Muito Baixo
24,26400,0.0,6000,8.9,0.23,4,0.2272727272727272,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0.06566079233691567,Muito Baixo
25,100000,9.0,4800,10.65,0.05,3,0.048,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0.047534777837647195,Muito Baixo
21,18000,1.0,3200,8.49,0.18,2,0.1777777777777777,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0.9931105760259232,Muito Alto
21,36000,4.0,11000,5.42,0.31,3,0.3055555555555556,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0003829294035410783,Muito Baixo
24,45000,1.0,2000,13.99,0.04,2,0.0444444444444444,1,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0.08553115429454734,Muito Baixo
33,97000,4.0,7000,12.98,0.07,8,0.0721649484536082,1,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0.06226212520985737,Muito Baixo
22,18000,2.0,4000,13.48,0.22,2,0.2222222222222222,1,3,0,0,0,1,0,0,0,0,1,0,0,1,1,0.9960062236489944,Muito Alto
23,60000,4.0,11400,15.23,0.19,4,0.19,1,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0.056173996335620195,Muito Baixo
28,200000,0.0,16000,10.91,0.08,9,0.08,0,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0.08544799710220698,Muito Baixo
27,34000,12.0,10625,13.47,0.31,10,0.3125,1,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0.43735110902347046,Moderado
24,48000,3.0,9600,7.49,0.2,4,0.2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0007047894759508273,Muito Baixo
25,80000,7.0,6000,7.9,0.07,3,0.075,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.02726577747819562,Muito Baixo
24,45000,5.0,1300,13.61,0.03,4,0.0288888888888888,1,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0.03848737525631258,Muito Baixo
27,44200,11.0,11500,15.27,0.26,10,0.2601809954751131,1,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0.36205551016141374,Baixo
29,100000,13.0,10000,6.92,0.1,8,0.1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.00019409277973891562,Muito Baixo
25,68400,9.0,24250,17.56,0.35,4,0.35453216374269,1,5,0,0,0,0,1,0,0,0,0,1,0,1,1,0.9951147840915923,Muito Alto
22,52800,5.0,4000,10.99,0.08,2,0.0757575757575757,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0008539760872112066,Muito Baixo
24,67644,3.0,6000,6.99,0.09,3,0.0886996629412808,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0.023362946594099248,Muito Baixo
31,45504,3.0,7000,9.88,0.15,8,0.1538326300984528,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0.07618365112971119,Muito Baixo
28,59160,2.0,23500,10.99,0.4,10,0.3972278566599053,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0.07742112679166441,Muito Baixo
25,44000,6.0,17500,12.53,0.4,4,0.3977272727272727,1,2,0,0,0,0,1,0,1,0,0,0,0,1,1,0.9977437730808958,Muito Alto
25,38000,8.0,6000,6.99,0.16,4,0.1578947368421052,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0.10603199173910312,Muito Baixo
26,85000,0.0,8000,10.99,0.09,3,0.0941176470588235,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0.04094953311488127,Muito Baixo
23,69000,0.0,15000,14.96,0.22,4,0.217391304347826,1,4,0,1,0,0,0,0,0,1,0,0,0,1,1,0.9919329508966169,Muito Alto
25,135000,8.0,24000,10.99,0.18,2,0.1777777777777777,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0.04946230785992246,Muito Baixo
34,35000,2.0,2000,13.99,0.06,8,0.0571428571428571,1,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0005294825748273358,Muito Baixo
27,50000,3.0,15000,9.88,0.3,5,0.3,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0504910544826725,Muito Baixo
